No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
631,8D02206,Arts & Humanities,History,Kazakh anerican free univ,Doctoral (PhD),Updated,02.09.2019,,,,Yes,,,
632,7M02210,Arts & Humanities,History,Kazakh anerican free univ,Master,Updated,19.08.2019,,,,Yes,,,
633,7M02154,Arts & Humanities,Film and TV Directing,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Master,Updated,18.08.2023,1402500,KZT,1402500,No,2025-2026,3117,1402500
634,8D02104,Arts & Humanities,Traditional Musical Arts,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Doctoral (PhD),Updated,01.08.2019,,,,No,,,
635,6B10113,Healthcare & Medicine,Medicine,Turan,Bachelor,Updated,31.08.2023,1284000,,,Yes,2024-2025,2853,
636,6B07101,Engineering & Technology,Power Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,01.07.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
637,6B11101,"Services, Tourism & Transport",Restaurant Business and Hospitality,ALMAU,Bachelor,Updated,02.09.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
638,6B01710,Education,English Language (IP),Kokshetau University named after Sh. Ualikhanov NPJSC,Bachelor,Updated,25.07.2024,651900,,,Yes,2025-2026,1449,
639,6B07201,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,30.12.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
640,6B01407,Education,Physical Education and Sports (IP),International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,29.08.2023,620000,KZT,620000,No,2025-2026,1378,620000
641,6B01408,Education,"Fine Arts and Drawing (Visual Arts, Arts, Graphics and Design)",International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,09.08.2019,,,,No,,,
642,6B11111,"Services, Tourism & Transport",Tourism Guide Service,"NLC ""International University of Tourism and Hospitality",Bachelor,Updated,08.10.2019,,KZT,510000,Yes,,,510000
643,6B01401,Education,Physical Culture and Sport,Kazakh anerican free univ,Bachelor,Updated,05.08.2019,620000,KZT,620000,No,2025-2026,1378,620000
644,7M04202,"Business, Economics & Law",Jurisprudence (Master's),Kazakh anerican free univ,Master,Updated,26.08.2019,620000,KZT,620000,Yes,2025-2026,1378,620000
645,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,23.08.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
646,6B01711,Education,Russian Language and Literature IP,NJC «KazNWTTU,Bachelor,Updated,26.08.2024,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
647,7M11102,"Services, Tourism & Transport",Tourism,ATU,Master,Updated,04.09.2019,920000,KZT,920000,No,2025-2026,2044,920000
648,7M07501,Engineering & Technology,Standardization and Certification,ATU,Master,Updated,06.09.2019,920000,KZT,920000,No,2025-2026,2044,920000
649,7M04227,"Business, Economics & Law",Procedural Law,Almaty Humanitarian Economic University,Master,Updated,06.04.2022,700000,KZT,,No,2025-2026,1556,
650,6B06201,Information & Communication Technologies,Telecommunications,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.10.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
651,7M06102,Information & Communication Technologies,Machine Learning & Data Science,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.07.2019,1725000,KZT,2300000,Yes,2025-2026,3833,2300000
652,6B10104,Healthcare & Medicine,Medicine,Kokshetau University named after Sh. Ualikhanov NPJSC,Bachelor,Updated,25.08.2023,997500,,,Yes,2025-2026,2217,
653,7M04150,"Business, Economics & Law",Leadership 5.0: Digitalization and AI in Corporate Governance (EMBA),Satbayev Kazakh National Research Technical University NPJSC,Master,Included,02.09.2025,905760,KZT,1222776,No,2025-2026,2013,1222776
654,6B07103,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
655,8D04104,"Business, Economics & Law",Finance (PhD),ALMAU,Doctoral (PhD),Updated,01.10.2019,1500000,KZT,1500000,No,2025-2026,3333,1500000
656,7M04101,"Business, Economics & Law",Management (2 years),ALMAU,Master,Updated,28.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
657,6B01701,Education,Kazakh Language and Literature,Kazakh anerican free univ,Bachelor,Updated,01.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
658,8D08101,"Agriculture, Food & Veterinary",Genetics and Crop Breeding,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,24.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
659,8D08113,"Agriculture, Food & Veterinary",Plant Breeding,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.11.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
660,7M08112,"Agriculture, Food & Veterinary",Crop Breeding and Seed Production,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,10.12.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
661,8D08104,"Agriculture, Food & Veterinary",Plant Protection and Quarantine,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,03.09.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
662,7M08104,"Agriculture, Food & Veterinary",Plant Protection and Quarantine,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,14.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
663,8D08103,"Agriculture, Food & Veterinary",Fruit and Vegetable Growing,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,05.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
664,6B07102,Engineering & Technology,Automation and Control,International Engineering and Technological University,Bachelor,Updated,17.09.2019,950000,KZT,1000000,Yes,2025-2026,2111,1000000
665,8D08102,"Agriculture, Food & Veterinary",Soil Science and Agrochemistry,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
666,7M08102,"Agriculture, Food & Veterinary",Soil Science and Agrochemistry,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
667,6B01606,Education,History,Eurasian Humanities Institute named after A.K. Kussainov,Bachelor,Updated,29.06.2019,930000,KZT,930000,No,2025-2026,2067,930000
668,8D08101,"Agriculture, Food & Veterinary",Agronomy,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,05.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
669,7M04107,"Business, Economics & Law",Master of Business Administration (by industry),Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,02.09.2019,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
670,6B01102,Education,Pedagogy and Psychology,Eurasian Humanities Institute named after A.K. Kussainov,Bachelor,Updated,01.07.2019,930000,KZT,930000,No,2025-2026,2067,930000
671,7M07108,Engineering & Technology,"Transport, Transport Engineering and Technologies",Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.07.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
672,6B04105,"Business, Economics & Law",Finance,ALMAU,Bachelor,Updated,02.07.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
673,7M04125,"Business, Economics & Law",Marketing,UIB,Master,Updated,30.07.2019,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
674,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,11.11.2022,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
675,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,13.08.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
676,8D08604,"Agriculture, Food & Veterinary",Water Security,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,03.12.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
677,7M07106,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,26.07.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
678,8D08102,"Agriculture, Food & Veterinary",Organic Farming,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,23.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
679,7M07105,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,30.07.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
680,8D08602,"Agriculture, Food & Veterinary","Land Reclamation, Rehabilitation and Protection",Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,29.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
681,6B04106,"Business, Economics & Law",Accounting and Audit,ALMAU,Bachelor,Updated,19.10.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
682,8D08603,"Agriculture, Food & Veterinary",Water Resources Management with IT Technologies,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,29.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
683,8D07501,Engineering & Technology,Standardization and Certification (by Industry),Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,22.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
684,8D04104,"Business, Economics & Law",Finance (PhD),ALMAU,Doctoral (PhD),Updated,01.10.2019,1500000,KZT,1500000,No,2025-2026,3333,1500000
685,7M04101,"Business, Economics & Law",Management (2 years),ALMAU,Master,Updated,28.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
686,6B01701,Education,Kazakh Language and Literature,Kazakh anerican free univ,Bachelor,Updated,01.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
687,8D08101,"Agriculture, Food & Veterinary",Genetics and Crop Breeding,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,24.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
688,8D08113,"Agriculture, Food & Veterinary",Plant Breeding,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.11.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
689,7M08112,"Agriculture, Food & Veterinary",Crop Breeding and Seed Production,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,10.12.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
690,8D08104,"Agriculture, Food & Veterinary",Plant Protection and Quarantine,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,03.09.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
691,7M08104,"Agriculture, Food & Veterinary",Plant Protection and Quarantine,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,14.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
692,8D08103,"Agriculture, Food & Veterinary",Fruit and Vegetable Growing,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,05.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
693,6B07102,Engineering & Technology,Automation and Control,International Engineering and Technological University,Bachelor,Updated,17.09.2019,950000,KZT,1000000,Yes,2025-2026,2111,1000000
694,8D08102,"Agriculture, Food & Veterinary",Soil Science and Agrochemistry,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
695,7M08102,"Agriculture, Food & Veterinary",Soil Science and Agrochemistry,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
696,6B01606,Education,History,Eurasian Humanities Institute named after A.K. Kussainov,Bachelor,Updated,29.06.2019,930000,KZT,930000,No,2025-2026,2067,930000
697,8D08101,"Agriculture, Food & Veterinary",Agronomy,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,05.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
698,7M04107,"Business, Economics & Law",Master of Business Administration (by industry),Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,02.09.2019,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
699,6B01102,Education,Pedagogy and Psychology,Eurasian Humanities Institute named after A.K. Kussainov,Bachelor,Updated,01.07.2019,930000,KZT,930000,No,2025-2026,2067,930000
700,7M07108,Engineering & Technology,"Transport, Transport Engineering and Technologies",Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.07.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
701,6B04105,"Business, Economics & Law",Finance,ALMAU,Bachelor,Updated,02.07.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
702,7M04125,"Business, Economics & Law",Marketing,UIB,Master,Updated,30.07.2019,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
703,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,11.11.2022,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
704,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,13.08.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
705,8D08604,"Agriculture, Food & Veterinary",Water Security,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,03.12.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
706,7M07106,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,26.07.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
707,8D08102,"Agriculture, Food & Veterinary",Organic Farming,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,23.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
708,7M07105,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,30.07.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
709,8D08602,"Agriculture, Food & Veterinary","Land Reclamation, Rehabilitation and Protection",Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,29.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
710,6B04106,"Business, Economics & Law",Accounting and Audit,ALMAU,Bachelor,Updated,19.10.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
711,8D08603,"Agriculture, Food & Veterinary",Water Resources Management with IT Technologies,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,29.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
712,8D07501,Engineering & Technology,Standardization and Certification (by Industry),Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,22.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
713,7M08301,"Agriculture, Food & Veterinary",Wildlife Management and Fur Farming,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
714,7M08201,"Agriculture, Food & Veterinary",Animal Production Technology,Manash Kozybayev North Kazakhstan University NPJSC,Master,Updated,23.07.2019,610500,KZT,610500,No,2025-2026,1357,610500
715,8D08201,"Agriculture, Food & Veterinary",Livestock Production Technology,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,23.07.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
716,8D09102,Architecture & Urban Planning,Veterinary Sanitation,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,16.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
717,8D09101,Architecture & Urban Planning,Veterinary Medicine,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,12.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
718,7M09102,Architecture & Urban Planning,Veterinary Sanitation,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,12.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
719,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,19.07.2021,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
720,7M04116,"Business, Economics & Law",Finance (1 year),ALMAU,Master,Updated,22.10.2021,2310000,KZT,2310000,No,2025-2026,5133,2310000
721,6B04211,"Business, Economics & Law",Jurisprudence,International University Astana LLP,Bachelor,Updated,15.11.2023,1400000,KZT,1400000,Yes,2025-2026,3111,1400000
